item,cate_1_name,cate_2_name,cate_3_name
【小森林&春夏秋冬系列6英寸蛋糕】,甜点,蛋糕,
【赠】经典水煮豆肠1个（每单一份，多点不送）,甜点,蛋糕,
必点榜丨半糖·招牌榴莲千层蛋糕切角,甜点,蛋糕,
【赠】撒尿牛丸1个（每单一份，多点不送）,甜点,蛋糕,
ins风草莓生日蛋糕,甜点,蛋糕,
蛋卷,甜点,酥点,
上海老羌饼（小份）,甜点,酥点,
大王锅贴二两【8个】,主食,锅贴,
胡记特色锅贴2两（8只）,主食,锅贴,
鲜肉锅贴,主食,锅贴,
锅贴（1两4只）,主食,锅贴,
锅贴（会变软！盖子剪了洞！）,主食,锅贴,
汪师傅特色锅贴(1两4只）,主食,锅贴,
锅贴1.5两/6只,主食,锅贴,
锅贴/4只,主食,锅贴,
胡记锅贴8只,主食,锅贴,
汪记大王锅贴三两(12只),主食,锅贴,
鲜肉锅贴（1两/五个）,主食,锅贴,
锅贴4只,主食,锅贴,
2两大王锅贴（8个）,主食,锅贴,
特色锅贴 1两 （4只）,主食,锅贴,
胡记招牌锅贴3两（12只）,主食,锅贴,
鲜肉锅贴2两*8只,主食,锅贴,
牛肉锅贴（5个）,主食,锅贴,
肉三鲜锅贴,主食,锅贴,
弄堂锅贴3两 无葱姜,主食,锅贴,
小杨锅贴,主食,锅贴,
美味锅贴,主食,锅贴,
牛肉锅贴,主食,锅贴,
双拼锅贴生煎（6只）,主食,锅贴,
弄堂锅贴2两 白肉 无葱姜,主食,锅贴,
招牌锅贴15个,主食,锅贴,
弄堂锅贴1两 无葱姜,主食,锅贴,
胡记锅贴二两（8只）,主食,锅贴,
胡记锅贴（二两/八只）,主食,锅贴,
汪记大王锅贴二两8只,主食,锅贴,
大王锅贴1.5两【6个】,主食,锅贴,
弄堂锅贴2两 无葱姜,主食,锅贴,
小李锅贴,主食,锅贴,
汪师傅特色锅贴1两4只,主食,锅贴,
大片牛腱子兰州牛肉面,主食,面,汤面
牛骨清汤牛肉面,主食,面,汤面
爷爷的炸酱面,主食,面,其他面
方便面,主食,面,其他面
肉丝炒面,主食,面,炒面
招牌茄汁面,主食,面,汤面
小街牛杂面,主食,面,汤面
招牌牛肉面,主食,面,汤面
【霸气宠粉】黏糊两掺砂锅面+荤素搭配,主食,面,汤面
需要餐具,主食,面,拌面
排骨豆角焖面（单人份）,主食,面,焖面
干挑麦面,主食,面,拌面
面线糊（大份）,主食,面,汤面
面线糊,主食,面,汤面
酸菜排骨面（普通大碗）,主食,面,汤面
【招牌自选沙茶面/米线/米粉/米饭】很实惠！,主食,面,汤面
杂面条,主食,面,汤面
襄阳牛肉面,主食,面,汤面
排骨鲜豆角焖面,主食,面,焖面
经典意式肉酱意面,主食,面,意大利面
招牌肉丝面（热销）,主食,面,汤面
烤冷面+鸡蛋+鸡柳+火鸡面+芝士,主食,面,其他面
纯肉炸酱,主食,面,其他面
炸酱面,主食,面,其他面
热干面,主食,面,其他面
雪菜鲜牛肉面/年糕/米线/粉丝汤,主食,面,汤面
排骨鲜豆角焖面单人锅（不能另加面条）,主食,面,焖面
【镇店招牌】一拼香韩式炸酱面,主食,面,其他面
招牌四合一（瘦肉+油泼+西红柿鸡蛋+素臊子）,主食,面,拌面
雪菜鲜牛肉年糕/面条/粉丝/米线,主食,面,汤面
红烧牛肉拉面,主食,面,拉面
河南焖面，全网销量第一,主食,面,焖面
状元捞面,主食,面,其他面
【福利】六荤六素➕方便面,主食,面,其他面
阿一猪扒酸辣米线/乌冬/拉面,主食,面,乌冬面
【特价火鸡面】送招牌火鸡面大份（点多也是一份）,主食,面,其他面
爆香牛杂拌面【本店热销】,主食,面,拌面
面线糊（中份）,主食,面,汤面
襄阳特色牛肉面,主食,面,汤面
小馆 辣肉面,主食,面,汤面
莆仙卤面,主食,面,汤面
大份面线糊（必选商品）,主食,面,汤面
沙茶面,主食,面,汤面
椒麻鸡拌面（鸡肉+八种配菜+面）,主食,面,拌面
【经典之作】黏糊糊砂锅面+荤素搭配,主食,面,汤面
奶油黑椒培根鸡肉意面,主食,面,意大利面
臊面,主食,面,汤面
【招牌必点】蟹黄Q弹虾仁捞面,主食,面,其他面
爆炒猪肝面,主食,面,盖浇面
肉丝面,主食,面,汤面
招牌牛肉板面,主食,面,其他面
陈老四牛肉粉面,主食,面,汤面
特色四合一（干拌面）,主食,面,拌面
曹氏方便面,主食,面,其他面
飘香拌面,主食,面,拌面
自选打卤面,主食,面,拌面
灭霸烤冷面（双蛋双肠）量大管饱！,主食,面,其他面
芝士肉酱焗意面,主食,面,意大利面
❤️网红款肥汁炸酱米线➡️4款粉面类型可选✔️,主食,面,汤面
芝士肉酱焗意粉,主食,面,意大利面
招牌泡菜朝鲜面【经典】,主食,面,汤面
招牌三鲜打卤面+菜码,主食,面,盖浇面
{超满足} 可自选双拼面(10种面类),主食,面,拌面
牛肉卤面,主食,面,焖面
红烧牛肉汤面,主食,面,汤面
拌面,主食,面,拌面
李先生牛肉面,主食,面,汤面
★★方便面★★（单点不送）,主食,面,其他面
片儿川,主食,面,汤面
臊子干拌面,主食,面,拌面
鸡架拌面,主食,面,拌面
雪菜鲜牛肉汤面、年糕/粉丝/米线,主食,面,汤面
河南牛肉烩面,主食,面,其他面
加个鸡蛋炒进去,主食,面,炒面
兰州传统牛肉面,主食,面,汤面
风味香锅面（炒入锅内）,主食,面,炒面
香辣鸡肉拌粉面,主食,面,拌面
老谷家麻鸭面（微辣）,主食,面,汤面
招牌鲜切打卤面,主食,面,拌面
羊杂面,主食,面,汤面
正宗襄阳牛肉面/粉,主食,面,汤面
板面大碗（赠送一个鸡蛋）,主食,面,其他面
肉丝拌川（加点料更好吃哦)...,主食,面,拌面
卤牛肉云吞汤面,主食,面,其他面
酱香朝鲜面❤️,主食,面,凉面
特色皮肚三鲜面,主食,面,汤面
特色鸡架拌面,主食,面,拌面
【网红混酱】鲜虾蟹籽云吞干拌面,主食,面,其他面
素什锦焖面（单人份）,主食,面,焖面
짱거리韩式炸酱面（可选口味）,主食,面,其他面
◆◆秘制热拌炸酱面,主食,面,其他面
番茄鸡蛋打卤面,主食,面,汤面
泉州面线糊,主食,面,汤面
吴再添拌面,主食,面,拌面
海鲜捞面,主食,面,其他面
招牌卤肉拌面【经典美味】,主食,面,焖面
（本店爆款）山野菜杂面条（吃邢中原杂面条，在中原您就是行）,主食,面,拌面
【招牌】精肉豆角铁锅焖面,主食,面,焖面
骨汤烩麻食,主食,面,汤面
传统牛肉面（毛细）不要辣椒需备注,主食,面,汤面
全家福,主食,面,汤面
养生菌王面,主食,面,汤面
【猛冲销量】大盘鸡加肉拌面（拉条子）大碗拌面吃着更爽,主食,面,拌面
沙茶浓汤还有面（面+汤）,主食,面,汤面
鲜虾蟹籽云吞面,主食,面,其他面
招牌四合一（瘦肉+油泼+西红柿鸡蛋+素臊子）,主食,面,其他面
招牌四合一（瘦肉+西红柿鸡蛋+素臊子+油泼）,主食,面,其他面
招牌牛肉兜汤粉面,主食,面,汤面
招牌羊肉烩面,主食,面,其他面
黏糊两掺砂锅面,主食,面,汤面
番茄汁拌川（干面·偏甜口）,主食,面,拌面
羊肉板面,主食,面,其他面
『镇店头牌』排骨土豆豆角焖面,主食,面,焖面
鸡蛋烤冷面（任选三拼）,主食,面,其他面
【小份】辣子鸡拌面【唇齿留香】,主食,面,拌面
小谭刀削面大份,主食,面,其他面
招牌椒麻鸡拌面,主食,面,拌面
烩面,主食,面,其他面
经典香菇老碗面,主食,面,拌面
火鸡面+无骨炸鸡+饮料,主食,面,其他面
牛肉炒刀削面,主食,面,其他面
   《【方便面】》,主食,面,其他面
酸汤酥肉加烩面,主食,面,其他面
招牌骨汤牛肉拉面细面（面粗直径约0.2cm）（送醋辣椒油）,主食,面,汤面
灵魂方便面,主食,面,其他面
【爆款推荐】福州鱼丸+肥牛+火腿肠沙茶面/米线/米粉/米饭,主食,面,汤面
泡面,主食,面,其他面
干挑,主食,面,拌面
花生酱拌面,主食,面,拌面
板面小碗细（赠送一个鸡蛋）,主食,面,其他面
招牌牛肉+牛筋丸汤粉面,主食,面,汤面
鸡腿拌面（热面）,主食,面,拌面
排骨豆角焖面单人锅赠小咸菜,主食,面,焖面
格拉条一碗,主食,面,拌面
吴再添沙茶面（配瘦肉+豆干，若豆干售馨将鸭血代替）,主食,面,汤面
牛肉面,主食,面,汤面
小炒黄牛肉拌面,主食,面,拌面
玉米面条（细）（含打包盒）,主食,面,汤面
【经典之作】黏糊糊砂锅面+荤素搭配,主食,面,其他面
炒鸡面单人份,主食,面,炒面
原味卤肉面/粉,主食,面,汤面
板面大碗细（赠送一个鸡蛋）,主食,面,其他面
（肉丝）玉米拌面《玉米粗粮，减肥首选》,主食,面,拌面
【yyds】辣椒炒肉湿蒸拌面｜（配拌汤）（正宗螺丝椒）,主食,面,拌面
阿意酸辣面,主食,面,汤面
招牌双蛋双面烤冷面,主食,面,其他面
特色车仔面,主食,面,其他面
麻辣面,主食,面,汤面
【镇店之宝】三鲜面,主食,面,汤面
格拉条,主食,面,拌面
面线糊（清糊）,主食,面,汤面
方便面@@@@@@@@@@@@,主食,面,其他面
五花肉豆角蒸面,主食,面,焖面
烤冷面热狗肠（微辣酱）,主食,面,其他面
吴再添卤面（配灌肠+叉烧肉）,主食,面,汤面
海鲜面,主食,面,汤面
招牌四合一（精肉+西红柿鸡蛋+油泼+素臊子）,主食,面,其他面
砂锅两掺面,主食,面,汤面
爆肚面,主食,面,盖浇面
小街麻酱鸡丝拌面,主食,面,拌面
牛肉拉面（汤面分离）,主食,面,拉面
方便面（正常版）,主食,面,其他面
『全家福炒面』牛柳+培根+里脊+腊肠+三素,主食,面,炒面
【 热销好面】香干肉丝干拌面（劲道）,主食,面,拌面
【不挑菜】招牌款三种面（热销）,主食,面,汤面
【灵魂泡面】非油炸,主食,面,其他面
冷面夹臭豆腐（白豆腐）,主食,面,其他面
厚切牛肉面,主食,面,汤面
厦门沙嗲面,主食,面,汤面
孜然炒细面,主食,面,炒面
海鲜鸡屎藤面,主食,面,汤面
烤冷面双面皮＋蛋＋菜＋热狗,主食,面,其他面
素什锦焖面单人,主食,面,焖面
过油肉拌面,主食,面,拌面
需要餐具,主食,面,凉面
面线糊(一份),主食,面,汤面
香辣肥牛拌面【酱足多汁】,主食,面,拌面
徐工院必吃榜小馆特色 羊杂面,主食,面,汤面
招牌蒸面+绿豆汤,主食,面,焖面
生爆牛肉面or兰溪粉干,主食,面,汤面
牛筋面,主食,面,其他面
招牌豚骨叉烧拉面『爆款热卖！』,主食,面,拉面
重庆碗杂小面（镇店之宝）,主食,面,汤面
大碗板面,主食,面,其他面
鲜吊龙牛肉面【店铺爆品】,主食,面,汤面
土豆丝干拌面,主食,面,拌面
火腿肠蛋炒泡面,主食,面,其他面
嫩笋炒肉拌面,主食,面,拌面
大碗板面细,主食,面,其他面
特色格拉条大,主食,面,拌面
小碗板面,主食,面,其他面
秘制葱油拌面,主食,面,拌面
小街牛肉面,主食,面,汤面
秘制卤【大排】汤面,主食,面,汤面
牛肉酱爆刀削面,主食,面,其他面
划炒鸡柳面,主食,面,炒面
干馏豌杂面,主食,面,拌面
韩式炸酱面,主食,面,其他面
网红方便面,主食,面,其他面
葱油鸡汁拌面,主食,面,拌面
人气美食～泡面,主食,面,其他面
鸡丝凉拌面,主食,面,拌面
鸡蛋面,主食,面,汤面
炸酱面,主食,面,拌面
大碗麻辣烫（微辣）,主食,面,其他面
【肉肉超多】红烧牛腩拌面,主食,面,拌面
️【97.8%顾客的选择】鲜切打卤面（卤7选2）,主食,面,拌面
招牌BiangBiang面,主食,面,拌面
黑热干面,主食,面,其他面
招牌三鲜打卤面,主食,面,盖浇面
刀削面砂锅,主食,面,其他面
招牌生吐司【生吐司中的天花板】,甜点,面包,
海盐奶油卷,甜点,面包,
抹茶黄油豆馅,甜点,面包,
红豆肉粉松吐司,甜点,面包,
红豆肉粉松吐司（当天现烤）,甜点,面包,
酸菜油滋拉「就爱这口.回忆无穷」,甜点,面包,
黄油牛角面包,甜点,面包,
斑斓神户布丁吐司(新鲜斑斓叶榨汁),甜点,面包,
黄油豆馅面包,甜点,面包,
蜂蜜奶酪面包片,甜点,面包,
喜马拉雅海盐卷,甜点,面包,
盐面包,甜点,面包,
招牌高级吐司,甜点,面包,
大大大肉松卷（原味）,甜点,面包,
大米面包,甜点,面包,
福吉柔吐司,甜点,面包,
肉桂卷,甜点,面包,
抹茶麻薯克林姆（茶室yabukita）,甜点,面包,
桑葚乳酪,甜点,面包,
软fufu｜日式牛奶卷,甜点,面包,
元气生吐司,甜点,面包,
崎本元气生吐司,甜点,面包,
脆皮鸡腿饭,主食,饭,盖浇饭
招牌自选双拼盖码饭,主食,饭,盖浇饭
胡萝卜土豆炖牛腩焖饭,主食,饭,焖饭
大块牛肉饭,主食,饭,盖浇饭
【现炸现出】劲脆鸡排の咖喱蛋包饭,主食,饭,其他饭
姬松茸鸡汤饭,主食,饭,泡饭
烤牛肉石锅拌饭,主食,饭,拌饭
古早招牌猪脚饭【进店必点】,主食,饭,盖浇饭
『爆款!!必吃』自选双拼·咖喱蛋包飯#,主食,饭,其他饭
两荤两素任你选【贼阔气】+2荤2素自选（饭管够儿）,主食,饭,盖浇饭
米饭,主食,饭,白米饭
【本店特色】招牌烤肉拌饭（选4种小菜）,主食,饭,拌饭
隆江猪脚饭,主食,饭,盖浇饭
自选三拼‖三拼煲仔饭+时蔬,主食,饭,煲仔饭
【招牌好吃】辣椒炒肉煲仔饭ぃ辣椒比肉还好吃,主食,饭,煲仔饭
【超大鸡腿】招牌鸡腿饭,主食,饭,其他饭
嫩滑蛋羹【鸡胸肉】杂粮拌饭,主食,饭,拌饭
去山野·鲜烤牛里脊生菜拌饭,主食,饭,拌饭
招牌隆江猪脚饭,主食,饭,盖浇饭
【二荤二素】饭盒荤素自选【本店招牌】,主食,饭,其他饭
【本店招牌】辣椒炒肉盖码饭,主食,饭,盖浇饭
烤牛肉拌饭,主食,饭,拌饭
【经 典】隆江猪脚饭,主食,饭,盖浇饭
招牌烧鸭饭,主食,饭,盖浇饭
哈灵招牌牛蛙饭,主食,饭,盖浇饭
【轻奢套餐】两荤两素自选套餐,主食,饭,其他饭
【二荤二素】饭盒荤素自选【本店招牌】（含米饭）,主食,饭,其他饭
『豪华顶配』七荤八素大满贯蛋炒饭｜每口有肉,主食,饭,炒饭
【现炸现切】劲脆鸡排の咖喱蛋包饭,主食,饭,其他饭
自选双拼盖码饭,主食,饭,盖浇饭
招牌番茄肥牛捞饭（多配菜+米饭）『营养开胃』,主食,饭,捞饭
两荤两素,主食,饭,其他饭
稻花香瓦锅饭,主食,饭,煲仔饭
【老板推荐】隆江猪脚饭（大份多肉）,主食,饭,盖浇饭
【吉列】厚切猪排の咖喱蛋包饭,主食,饭,其他饭
每天热卖（9999份）超大大大脆皮鸡腿便当(送炖蛋或汤),主食,饭,盖浇饭
自选双拼|任意两菜,主食,饭,盖浇饭
爆款番茄肥牛捞饭（多配菜➕米饭）【营养开胃】,主食,饭,捞饭
【招牌必点】正宗隆江猪脚饭,主食,饭,盖浇饭
[镇店之宝]招牌猪脚饭广东省省饭,主食,饭,盖浇饭
【干饭头牌】自选老式烧烤双拼拌饭+多种烤时蔬,主食,饭,拌饭
二荤一素,主食,饭,其他饭
照烧鸡牛肉双拼饭,主食,饭,盖浇饭
【招牌】牛油拌范®（牛油拌饭）,主食,饭,拌饭
一荤两素（送米饭）,主食,饭,其他饭
人气自选双拼煲仔饭,主食,饭,煲仔饭
优质东北长粒香米########,主食,饭,白米饭
豪华布法罗烤鸡腿肥牛双拼饭,主食,饭,盖浇饭
一荤两素,主食,饭,其他饭
鸡腿饭【必点爆款】,主食,饭,盖浇饭
《招牌必点》10秒鲜切牛肉双拼饭 「鲜切牛肉➕牛腩」,主食,饭,盖浇饭
双拼焗饭,主食,饭,焗饭
强烈推荐/土豆泥卤肉饭+半个卤蛋,主食,饭,盖浇饭
金牌猪脚饭,主食,饭,盖浇饭
【二荤二素】饭盒荤素自选（含米饭）,主食,饭,其他饭
招牌猪脚饭(进店必点),主食,饭,盖浇饭
鸭肠炒饭,主食,饭,炒饭
鸡腿饭【必点爆款】,主食,饭,其他饭
（美味特惠）一碗正宗隆江猪脚饭,主食,饭,盖浇饭
【招牌好吃】辣椒炒肉煲仔饭ぃ辣椒比肉还好吃~,主食,饭,煲仔饭
（老板力荐）隆江猪脚套饭,主食,饭,盖浇饭
招牌正宗广东隆江猪脚饭*【时蔬+半个卤蛋+神仙汤】,主食,饭,盖浇饭
老太太石锅拌饭,主食,饭,拌饭
招牌隆江猪脚饭（肘子饭）,主食,饭,盖浇饭
〖便宜吃好〗两荤两素（含米饭）,主食,饭,盖浇饭
一荤两素盒饭（只能选三种菜）,主食,饭,其他饭
烤鸭拌饭,主食,饭,拌饭
【二荤二素】饭盒荤素自选（含米饭）【本店招牌】,主食,饭,其他饭
【八星招牌】明星产品8选2大王饭 ！,主食,饭,盖浇饭
【两荤一素】三拼大口吃肉，随心选择~含米饭,主食,饭,盖浇饭
牛脸颊肉拌饭,主食,饭,拌饭
招牌辣椒瘦肉盖饭,主食,饭,盖浇饭
蛋炒饭,主食,饭,炒饭
【招牌主推！】五香生炸大鸡腿+鸡腿肉拌饭,主食,饭,拌饭
白米饭,主食,饭,白米饭
【必吃榜t0p1】土豪哥哥豪华2荤自选➕1精选配菜,主食,饭,其他饭
『爆款三拼』两荤一素套餐（含米饭）,主食,饭,其他饭
谷饲烤牛肉拌饭,主食,饭,拌饭
自选三荤｜食神煲仔饭,主食,饭,煲仔饭
打抛猪肉饭,主食,饭,盖浇饭
随心选双拼擂椒拌饭,主食,饭,拌饭
〖两荤两素〗饭格子#荤素自选,主食,饭,其他饭
【人气】日式厚切猪排の咖喱蛋包饭,主食,饭,其他饭
蛋黄牛油拌饭【满油咸蛋黄酱】,主食,饭,拌饭
白米饭【一个菜限2份】,主食,饭,白米饭
任意双拼饭{含米饭.送素菜｝,主食,饭,盖浇饭
加米饭,主食,饭,白米饭
自选双拼饭,主食,饭,盖浇饭
卤鸡腿拌饭,主食,饭,拌饭
〖两荤两素〗饭格子⭐荤素自选,主食,饭,其他饭
巴西烤肉脆皮鸡双拼饭,主食,饭,拌饭
一碗焖汁红烧牛腩饭,主食,饭,盖浇饭
猪脚饭拼小吃,主食,饭,盖浇饭
米饭一两（三岭可送楼下）,主食,饭,白米饭
特惠广东正宗隆江猪脚饭⭐⭐〔配菜+半个卤蛋+神仙汤〕,主食,饭,盖浇饭
金烤吊烧鸭三拼饭,主食,饭,盖浇饭
鸭腿套饭（推荐）,主食,饭,其他饭
金牌烧鸭饭,主食,饭,盖浇饭
颠覆想象 | 双倍五香牛肉蛋炒饭,主食,饭,炒饭
招牌牛丼肥牛饭,主食,饭,盖浇饭
『必須招牌!!』香酥鸡排·咖喱蛋包飯#,主食,饭,其他饭
小份烤鸭饭(带1份米饭),主食,饭,盖浇饭
（颠覆想象）孜然双倍牛肉蛋炒饭,主食,饭,炒饭
任意两拼！17选2长沙爆炒木桶饭,主食,饭,木桶饭
【点评推荐】陈栗记牛腩饭,主食,饭,盖浇饭
自选土豪三拼煲仔饭,主食,饭,煲仔饭
【特色招牌】肉丝爆鱿鱼煲仔饭ぃ鲜滴勒！,主食,饭,煲仔饭
【高配】小林全腿饭,主食,饭,盖浇饭
瓦香鸡➕米饭,主食,饭,其他饭
招牌爆品隆江猪脚饭（中份）,主食,饭,盖浇饭
湖南小炒肉拌饭,主食,饭,拌饭
套餐A｜自选1荤＋1素＋1白米饭,主食,饭,其他饭
大碗盖浇饭自选两荤一素,主食,饭,盖浇饭
鸡腿套餐饭,主食,饭,其他饭
招牌瓦香鸡米饭,主食,饭,其他饭
竹荪鸡汤饭,主食,饭,泡饭
老太太肥牛拌饭,主食,饭,拌饭
椒麻鸡腿饭,主食,饭,盖浇饭
【广东名吃】招牌隆江猪脚饭{去骨蹄膀肉},主食,饭,盖浇饭
米饭｜优质东北大米,主食,饭,白米饭
招牌隆江猪脚饭肘子,主食,饭,盖浇饭
两荤任你选【这菜老硬了】+2荤1素自选（饭管够儿）,主食,饭,盖浇饭
猪肘饭（一个肘子只能整三碗）,主食,饭,盖浇饭
猪脚饭,主食,饭,盖浇饭
招牌安格斯牛肋条饭/烤肉饭【原切牛肉肋条带筋|店内原切】,主食,饭,盖浇饭
热销✨招牌四件套盒饭自选套餐（盒饭含米饭）,主食,饭,其他饭
(大份）隆江猪脚饭！(大份！肉多！),主食,饭,盖浇饭
正宗隆江猪脚饭（满满胶原蛋白）,主食,饭,盖浇饭
【肉有一指厚】厚切猪排の咖喱蛋包饭,主食,饭,其他饭
瓦香鸡米饭,主食,饭,其他饭
【镇店招牌】*自选土豆糊糊双拼（带米饭）~吃好必备,主食,饭,盖浇饭
【正宗】隆江猪脚饭（超过两小时精心卤煮）,主食,饭,盖浇饭
招牌鸡块饭,主食,饭,盖浇饭
正宗客家盐焗鸡饭,主食,饭,盖浇饭
招牌猪肘饭｜肉香浓郁（含配菜/米饭）,主食,饭,盖浇饭
猪脚飯+（随机两素）,主食,饭,盖浇饭
【男人的浪漫】招牌隆江猪脚饭➕半只卤蛋➕肉卷➕蔬菜,主食,饭,盖浇饭
正宗隆江猪脚饭【大份】,主食,饭,盖浇饭
潮式牛腩土豆焖饭,主食,饭,焖饭
青椒肉丝煲仔饭,主食,饭,煲仔饭
铁板鸡扒饭/意面,主食,饭,炒饭
瓦香鸡米饭,主食,饭,盖浇饭
两荤两素➕米饭（自选）,主食,饭,其他饭
招牌猪脚饭（中份）,主食,饭,盖浇饭
正宗猪脚饭（猪肘子肉）送饮品,主食,饭,盖浇饭
自选双拼|任意两种,主食,饭,盖浇饭
优质长粒香大米########,主食,饭,白米饭
现煎铁板肥牛饭,主食,饭,盖浇饭
四菜   带米饭,主食,饭,其他饭
正宗隆江猪脚饭（满满胶原蛋白）2.5小时精心卤煮,主食,饭,盖浇饭
传统腊肠+豉汁排骨+香菇滑鸡煲仔饭,主食,饭,煲仔饭
招牌盛氏烧鸭饭,主食,饭,盖浇饭
实惠现炒双拼饭（配送中苑南苑一楼）,主食,饭,盖浇饭
【二荤二素】饭盒荤素自选【本店招牌】(含米饭),主食,饭,其他饭
够粤正宗隆江猪脚饭【大份】yyds！,主食,饭,盖浇饭
【双拼猪肘饭】任意拼，过瘾吃！,主食,饭,盖浇饭
【招牌】肥牛照烧鸡双拼丼飯,主食,饭,盖浇饭
【招牌】隆江猪脚饭（标准份）,主食,饭,盖浇饭
自选三拼/二荤一素,主食,饭,其他饭
隆江猪脚饭(肘子),主食,饭,盖浇饭
猪脚饭（小）,主食,饭,盖浇饭
招牌猪脚饭（去骨蹄髈）,主食,饭,盖浇饭
招牌猪脚饭【大份】【镇店之宝】,主食,饭,盖浇饭
红烧牛肉+自选双拼饭,主食,饭,盖浇饭
八珍豆腐▪饭,主食,饭,盖浇饭
（店长推荐）两荤两素套餐,主食,饭,其他饭
够粤正宗猪脚饭【大份】yyds！,主食,饭,盖浇饭
【自由双拼】二荤二素+米饭(荤素搭配吃到爽~）,主食,饭,其他饭
【BIG】两荤两素盒饭（菜饭分装）,主食,饭,其他饭
两肉两素,主食,饭,其他饭
【招牌】隆江猪脚饭,主食,饭,盖浇饭
【墙裂推荐】耙糯肘子皮+猪肘肉拌饭,主食,饭,拌饭
鸡蛋酱土豆泥饭包,主食,饭,其他饭
烤肉炸鸡双拼饭,主食,饭,拌饭
【本店爆款】正宗招牌隆江猪脚饭,主食,饭,盖浇饭
【爆款双拼】自选套餐 东北大米盖码饭,主食,饭,其他饭
【海大人气咖喱饭】马来咖喱脆鸡扒饭,主食,饭,盖浇饭
硬核自选❗❗❗自选荤菜➕蟹黄拌饭（蟹黄浇饭上）,主食,饭,拌饭
招牌正宗广东隆江猪脚饭（去骨猪蹄膀）,主食,饭,盖浇饭
【冲单招牌】猪脚饭传统肘子肉肉入口即化每日现卤,主食,饭,盖浇饭
农家炝肉饭,主食,饭,泡饭
『自选三荤』食神煲仔饭,主食,饭,煲仔饭
小炒黄牛肉+擂辣椒+盖码饭,主食,饭,盖浇饭
香酥铁板烤鸭饭（配菜随机）,主食,饭,盖浇饭
老板力荐隆江猪脚套饭,主食,饭,其他饭
『爆款!!No.1!』自选双拼·咖喱蛋包饭#,主食,饭,其他饭
〖两荤两素〗饭格子荤素自选,主食,饭,其他饭
秘汁香醇！剁椒去大骨猪脚饭【肉多多】,主食,饭,盖浇饭
猪肘饭(一个肘子干三碗),主食,饭,白米饭
『自选两荤』食神煲仔饭,主食,饭,煲仔饭
大师招牌手撕鸡饭,主食,饭,盖浇饭
随心配 | 自选双拼猛火蛋炒饭,主食,饭,炒饭
招牌三拼饭,主食,饭,盖浇饭
特色烤肉焗饭，一人套餐,主食,饭,焗饭
猪肘饭,主食,饭,盖浇饭
芝士番茄虾仁捞饭,主食,饭,捞饭
【店内招牌】正宗隆江猪脚饭,主食,饭,盖浇饭
隆江猪脚饭一份,主食,饭,盖浇饭
双拼拼饭（赠例汤）,主食,饭,盖浇饭
蜜汁鸡排饭（招牌）,主食,饭,盖浇饭
(粉丝专享）隆江猪脚饭(大份！肉多！),主食,饭,盖浇饭
@招牌/炙烤五花肉香煎鸡腿肉双拼拌饭,主食,饭,拌饭
炸猪排咖喱饭(咖喱微辣),主食,饭,盖浇饭
【入店必选】两荤一素随心自选+米饭,主食,饭,其他饭
芦浦肉饭,主食,饭,盖浇饭
自选两荤两素盒饭 便当,主食,饭,其他饭
【销量TOP1】番茄牛腩饭（带米饭）  | 超多肉,主食,饭,盖浇饭
拌鸡腿饭,主食,饭,拌饭
2号开学☞连续三天蜜汁招牌双拼饭送章鱼肠,主食,饭,盖浇饭
【现炒】宫保鸡丁盖饭,主食,饭,盖浇饭
【长沙排队王】！生炸大鸡腿叉叉洋芋大王肉酱饭,主食,饭,盖浇饭
卤香猪蹄膀饭,主食,饭,盖浇饭
自选三拼煲仔饭,主食,饭,煲仔饭
【单人套餐土豪款】肉多多猪脚饭（当日现卤,主食,饭,盖浇饭
招牌猪脚饭  大份（去骨蹄髈）,主食,饭,盖浇饭
【巨无霸】招牌猪脚饭｛去骨蹄膀肉｝,主食,饭,盖浇饭
【双拼】烤肉拌饭➕黄金鸡排（收藏专享）,主食,饭,拌饭
（新店冲单价）港式双拼|人气腊香·现煮煲仔饭,主食,饭,煲仔饭
招牌猪脚饭（蹄髈肉）,主食,饭,盖浇饭
深井吊烧鹅三拼饭,主食,饭,盖浇饭
大满足2荤菜2素菜任选【嘎嘎好吃】-饭管够儿,主食,饭,其他饭
勼米·鸡腿拌饭,主食,饭,拌饭
秘制猪脚拼脆皮五花肉饭（软糯搭配酥脆）+卤蛋半个+两配菜,主食,饭,盖浇饭
照烧鸡扒饭,主食,饭,盖浇饭
【二荤二素】饭盒荤素自选搭配30选6,主食,饭,其他饭
点评推荐陈栗记牛腩饭,主食,饭,盖浇饭
【店长推荐】深井烧鹅饭,主食,饭,拌饭
香辣滑鸡拼牛肉煲仔饭,主食,饭,煲仔饭
招牌猪脚饭（蹄髈）小份,主食,饭,盖浇饭
【超多肉】猪脚自选三拼饭,主食,饭,盖浇饭
腊味鸡翅煲仔饭,主食,饭,煲仔饭
小份烤鸭拌饭,主食,饭,拌饭
盖浇饭套餐A丨一荤+两素+香米饭,主食,饭,盖浇饭
招牌猪脚饭(大）去骨蹄髈,主食,饭,盖浇饭
『新客专享』双椒鸡蛋碎➕烤肉拌饭➕三配菜,主食,饭,拌饭
二荤➕二素➕(每份包含一份米饭),主食,饭,其他饭
【任性三拼】两荤一素大碗盖码饭#大口吃肉,主食,饭,盖浇饭
【超值三拼】两荤一素丨盖码饭,主食,饭,盖浇饭
