item_name	category_name	cate_1_name	cate_2_name	cate_3_name
全素套餐饭	其他菜品	其他	其他菜品	
全素煲仔饭	煲仔饭	主食	饭	煲仔饭
全素盖浇饭	盖浇饭	主食	饭	盖浇饭
全素石锅拌饭	拌饭	主食	饭	拌饭
全素菜盒饭	其他饭	主食	饭	其他饭
全素铁板炒面	炒面	主食	面	炒面
全素青菜拼米饭	盖浇饭	主食	饭	盖浇饭
全素韩式拌饭	拌饭	主食	饭	拌饭
全部素菜一种荤菜	米线	主食	粉	米线
全部素菜三种荤菜	米线	主食	粉	米线
全部素菜两种荤菜	米线	主食	粉	米线
全麦罗勒酱意大利面	意大利面	主食	面	意大利面
八大碗炖海带	热菜	菜品	热菜	
八宝养生粥	粥	主食	粥	
八宝咸菜粥	粥	主食	粥	
八宝山珍野菌汤	汤羹	菜品	汤羹	
八宝杂粮粥	粥	主食	粥	
八宝粥八宝粥八宝粥	粥	主食	粥	
八宝莲子粥	粥	主食	粥	
八宝菜咸粥	粥	主食	粥	
八宝黑米粥	粥	主食	粥	
八方养生粥	粥	主食	粥	
八方来财生菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
八旗炒合菜	热菜	菜品	热菜	
八珍豆腐加一盒米饭	其他菜品	其他	其他菜品	
八珍豆腐小碗菜	热菜	菜品	热菜	
八珍豆腐饭	盖浇饭	主食	饭	盖浇饭
六物秋梨汤	其他甜品	甜点	其他甜品	
六禾八宝粥	粥	主食	粥	
六荤二素一汤	其他饭	主食	饭	其他饭
兰州灰豆粥	粥	主食	粥	
兰州特色浆水面	汤面	主食	面	汤面
兰溪老鸭汤	汤羹	菜品	汤羹	
兰溪香干炒肉	热菜	菜品	热菜	
兰花玉菇炒虾仁	热菜	菜品	热菜	
关东木耳炒蛋	热菜	菜品	热菜	
关东煮娃娃菜	蔬菜类	烧烤	蔬菜类	
关中大烩菜	热菜	菜品	热菜	
关里家炖菜	热菜	菜品	热菜	
兹补乌鱼汤	汤羹	菜品	汤羹	
养元黑米粥	粥	主食	粥	
养生乌米饭	焖饭	主食	饭	焖饭
养生乳鸽汤	汤羹	菜品	汤羹	
养生五谷饭	健康餐	色拉轻食	健康餐	
养生什菌汤	汤羹	菜品	汤羹	
养生什锦小炒	热菜	菜品	热菜	
养生八宝粥	粥	主食	粥	
养生南瓜小米粥	粥	主食	粥	
养生南瓜砂锅粥	粥	主食	粥	
养生南瓜粥	粥	主食	粥	
养生原味小米粥	粥	主食	粥	
养生四宝菜	热菜	菜品	热菜	
养生土鸡汤	汤羹	菜品	汤羹	
养生地瓜粥	粥	主食	粥	
养生大拌菜	凉菜	菜品	凉菜	
养生大盆菜	热菜	菜品	热菜	
养生大碴粥	粥	主食	粥	
养生小炒什锦	热菜	菜品	热菜	
养生小白菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
养生小米南瓜粥	粥	主食	粥	
养生小米粥	粥	主食	粥	
养生小米红糖粥	粥	主食	粥	
养生山药粥	粥	主食	粥	
养生排骨汤	汤羹	菜品	汤羹	
养生排骨粥	粥	主食	粥	
养生时蔬大拌菜	凉菜	菜品	凉菜	
养生时蔬小炒	热菜	菜品	热菜	
养生滋补肉丸汤	汤羹	菜品	汤羹	
养生牛肉小面	汤面	主食	面	汤面
养生牛肉面	汤面	主食	面	汤面
养生猪肚粥	粥	主食	粥	
养生猪肚鸡汤	汤羹	菜品	汤羹	
养生白米粥	粥	主食	粥	
养生粗粮小米南瓜粥	粥	主食	粥	
养生粗粮小米粥	粥	主食	粥	
养生粥加小菜	粥	主食	粥	
养生糊糊粥	粥	主食	粥	
养生红薯粥	粥	主食	粥	
养生红豆粥	粥	主食	粥	
养生绿豆粥	粥	主食	粥	
养生肉丸汤	汤羹	菜品	汤羹	
养生草鸡汤	汤羹	菜品	汤羹	
养生荷叶粥	粥	主食	粥	
养生菌汤面	汤面	主食	面	汤面
养生菌皇汤面	汤面	主食	面	汤面
养生菌菇汤	汤羹	菜品	汤羹	
养生菌菇粥	粥	主食	粥	
养生菌菇素汤	汤羹	菜品	汤羹	
养生菌菇蛋花汤	汤羹	菜品	汤羹	
养生菌菇面	盖浇面	主食	面	盖浇面
养生菌菇鸡汤	汤羹	菜品	汤羹	
养生葛根甜汤	糖水/炖品	甜点	糖水/炖品	
养生蔬菜粥	粥	主食	粥	
养生虾皮白菜旮瘩汤	汤羹	菜品	汤羹	
养生裙带菜	凉菜	菜品	凉菜	
养生豆腐丸子汤	汤羹	菜品	汤羹	
养生豆花汤	汤羹	菜品	汤羹	
养生野菜粥	粥	主食	粥	
养生银耳汤	糖水/炖品	甜点	糖水/炖品	
养生青菜咸鸭蛋粥	粥	主食	粥	
养生骨汤面	汤面	主食	面	汤面
养生鱼丸汤	汤羹	菜品	汤羹	
养生鸡丝粥	粥	主食	粥	
养生鸡汤面	汤面	主食	面	汤面
养生鸽子汤	汤羹	菜品	汤羹	
养生黑米粥	粥	主食	粥	
养生黑鱼汤	汤羹	菜品	汤羹	
养生黑鱼煲汤	汤羹	菜品	汤羹	
养生龙骨山药汤	汤羹	菜品	汤羹	
养肝金线莲乳鸽花胶汤	汤羹	菜品	汤羹	
养胃丨小米粥	粥	主食	粥	
养胃丨疙瘩汤	汤羹	菜品	汤羹	
养胃八宝粥	粥	主食	粥	
养胃南瓜小米粥	粥	主食	粥	
养胃南瓜粥	粥	主食	粥	
养胃地瓜粥	粥	主食	粥	
养胃小米南瓜粥	粥	主食	粥	
养胃小米玉米粥	粥	主食	粥	
养胃小米粥	粥	其他	粥	
养胃暖心小米粥	粥	主食	粥	
养胃燕麦粥	粥	主食	粥	
养胃猪肚汤	汤羹	菜品	汤羹	
养胃猪肚面	盖浇面	主食	面	盖浇面
养胃玉米粥	粥	主食	粥	
养胃疙瘩汤	汤羹	菜品	汤羹	
养胃白米粥	粥	主食	粥	
养胃的现熬皮蛋瘦肉粥	粥	主食	粥	
养胃粗粮小米粥	粥	主食	粥	
养胃红糖小米粥	粥	主食	粥	
养胃纯小米粥	粥	主食	粥	
养胃青菜粥	粥	主食	粥	
养胃鱼片粥	粥	主食	粥	
养胃黑米粥	粥	主食	粥	
养血小米粥	粥	主食	粥	
养身乌鸡汤	汤羹	菜品	汤羹	
养身五黑粥	粥	主食	粥	
养身八宝粥	粥	主食	粥	
养身紫米粥	粥	主食	粥	
养颜乌鸡汤	汤羹	菜品	汤羹	
养颜八宝粥	粥	主食	粥	
养颜南瓜粥	粥	主食	粥	
养颜红米粥	粥	主食	粥	
养颜茄汁面	汤面	主食	面	汤面
养颜黑米粥	粥	主食	粥	
内脂豆腐汤	汤羹	菜品	汤羹	
再加一份匠心米饭	白米饭	主食	饭	白米饭
再加一份棕香米饭	白米饭	主食	饭	白米饭
再来一碗香米饭	白米饭	主食	饭	白米饭
冒什锦蔬菜	其他菜品	其他	其他菜品	
冒冒什锦菜	其他菜品	其他	其他菜品	
农历菱角粥	粥	主食	粥	
农夫小白菜	热菜	菜品	热菜	
农夫山泉煲米饭	白米饭	主食	饭	白米饭
农家一品炖豆腐	热菜	菜品	热菜	
农家一锅炖	热菜	菜品	热菜	
农家三鲜汤	汤羹	菜品	汤羹	
农家南瓜粥	粥	主食	粥	
农家四季豆外婆菜炒肉末	热菜	菜品	热菜	
农家地瓜粥	粥	主食	粥	
农家外婆菜	热菜	菜品	热菜	
农家大拌菜	凉菜	菜品	凉菜	
农家大杂菜	热菜	菜品	热菜	
农家大烩菜	热菜	菜品	热菜	
农家娃娃菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
农家小拌菜	凉菜	菜品	凉菜	
农家小炒瘦肉饭	盖浇饭	主食	饭	盖浇饭
农家小炒菜花	热菜	菜品	热菜	
农家小炒藕	热菜	菜品	热菜	
农家小炒藕片	热菜	菜品	热菜	
农家小炒豆角	热菜	菜品	热菜	
农家小炖菜小份	热菜	菜品	热菜	
农家小炖菜时蔬双拼套餐	其他菜品	其他	其他菜品	
农家小白菜	热菜	菜品	热菜	
农家小米粥	粥	主食	粥	
农家小青菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
农家小青菜炒千张	热菜	菜品	热菜	
农家手撕菜	凉菜	菜品	凉菜	
农家拌莜面	其他面	主食	面	其他面
农家木桶白米饭	白米饭	主食	饭	白米饭
农家毛圆汤	汤羹	菜品	汤羹	
农家毛白菜	热菜	菜品	热菜	
农家浆水菜	热菜	菜品	热菜	
农家炒丝瓜	热菜	菜品	热菜	
农家炒合菜	热菜	菜品	热菜	
农家炒合菜送三张烙馍	热菜	菜品	热菜	
农家炒小土豆	热菜	菜品	热菜	
农家炒木耳	热菜	菜品	热菜	
农家炒白菜	热菜	菜品	热菜	
农家炒粉丝	热菜	菜品	热菜	
农家炒粉条小份	热菜	菜品	热菜	
农家炒豆腐	热菜	菜品	热菜	
农家炒香干	热菜	菜品	热菜	
农家炖柴火豆腐	热菜	菜品	热菜	
农家炖柴鸡	热菜	菜品	热菜	
农家炖豆腐	热菜	菜品	热菜	
农家炖鱼砂锅	热菜	菜品	热菜	
农家炖黄瓜	热菜	菜品	热菜	
农家特色蒸菜	热菜	菜品	热菜	
农家疙瘩汤	汤羹	菜品	汤羹	
农家瘦肉汤	汤羹	菜品	汤羹	
农家白米饭	白米饭	主食	饭	白米饭
农家石蘑豆花汤	汤羹	菜品	汤羹	
农家笋干炒肉	热菜	菜品	热菜	
农家笋干盖浇饭	热菜	菜品	热菜	
农家素小炒	热菜	菜品	热菜	
农家红薯汤	汤羹	菜品	汤羹	
农家红薯粥	粥	主食	粥	
农家肉末炒芥菜丝	热菜	菜品	热菜	
农家臊子面	汤面	主食	面	汤面
农家草鸡汤	汤羹	菜品	汤羹	
农家菠菜面	拌面	主食	面	拌面
农家蒜苗炒鸡蛋	热菜	菜品	热菜	
农家蒸粉汤	汤羹	菜品	汤羹	
农家蒸野菜	热菜	菜品	热菜	
农家蘸酱菜	凉菜	菜品	凉菜	
农家虾皮疙瘩汤	汤羹	菜品	汤羹	
农家豆腐盖饭	盖浇饭	主食	饭	盖浇饭
农家过年菜	热菜	菜品	热菜	
农家雪菜炒土鸡蛋	热菜	菜品	热菜	
农家鸭肉粥	粥	主食	粥	
农家鹅蛋炒大葱	热菜	菜品	热菜	
农科院干锅花菜	热菜	菜品	热菜	
冬季喝点山药瘦肉粥	粥	主食	粥	
冬掩莱炒肉丝	热菜	菜品	热菜	
冬瓜丸子汤	汤羹	菜品	汤羹	
冬瓜丸子粉丝汤	其他粉	主食	粉	其他粉
冬瓜元子汤	汤羹	菜品	汤羹	
冬瓜小公鸡汤	汤羹	菜品	汤羹	
冬瓜小排汤	汤羹	菜品	汤羹	
冬瓜川圆汤	汤羹	菜品	汤羹	
冬瓜干贝汤	汤羹	菜品	汤羹	
冬瓜弯弯汤	汤羹	菜品	汤羹	
冬瓜弯骨汤	汤羹	菜品	汤羹	
冬瓜手工瘦肉丸子汤	汤羹	菜品	汤羹	
冬瓜排骨汤	汤羹	菜品	汤羹	
冬瓜排骨汤泡饭	泡饭	主食	饭	泡饭
冬瓜排骨煨汤	汤羹	菜品	汤羹	
冬瓜排骨瓦罐汤	汤羹	菜品	汤羹	
冬瓜枸杞大枣炖鸡汤	汤羹	菜品	汤羹	
冬瓜榨菜汤	其他面	主食	面	其他面
冬瓜海带排骨汤	汤羹	菜品	汤羹	
冬瓜海带汤	汤羹	菜品	汤羹	
冬瓜海螺汤	汤羹	菜品	汤羹	
冬瓜炒苦瓜	热菜	菜品	热菜	
冬瓜炒虾仁	热菜	菜品	热菜	
冬瓜炒虾皮	热菜	菜品	热菜	
冬瓜炖小排	热菜	菜品	热菜	
冬瓜炖排骨	热菜	菜品	热菜	
冬瓜炖排骨汤	汤羹	菜品	汤羹	
冬瓜猪手汤	汤羹	菜品	汤羹	
冬瓜猪肉丸子汤	汤羹	菜品	汤羹	
冬瓜玉米排骨汤	汤羹	菜品	汤羹	
冬瓜瘦肉丸子汤	汤羹	菜品	汤羹	
冬瓜瘦肉疙瘩汤	汤羹	菜品	汤羹	
冬瓜皮旦汤	汤羹	菜品	汤羹	
冬瓜皮蛋汤	汤羹	菜品	汤羹	
冬瓜皮蛋鱼片汤	汤羹	菜品	汤羹	
冬瓜粉条炖肉	热菜	菜品	热菜	
冬瓜老鸭汤	汤羹	菜品	汤羹	
冬瓜老鸭汤泡饭	泡饭	主食	饭	泡饭
冬瓜肉丝汤	汤羹	菜品	汤羹	
冬瓜肉丸子汤	热菜	菜品	热菜	
冬瓜肉丸汤	汤羹	菜品	汤羹	
冬瓜肉元汤	汤羹	菜品	汤羹	
冬瓜肉沫汤	汤羹	菜品	汤羹	
冬瓜肉片汤	汤羹	菜品	汤羹	
冬瓜肚片汤	汤羹	菜品	汤羹	
冬瓜花蛤汤	汤羹	菜品	汤羹	
冬瓜薏仁剔骨肉汤	汤羹	菜品	汤羹	
冬瓜薏米汤	汤羹	菜品	汤羹	
冬瓜虾仁汤	汤羹	菜品	汤羹	
冬瓜虾米汤	汤羹	菜品	汤羹	
冬瓜蛋花汤	汤羹	菜品	汤羹	
冬瓜蛤蜊汤	汤羹	菜品	汤羹	
冬瓜软骨米饭	盖浇饭	主食	饭	盖浇饭
冬瓜青菜海带汤	汤羹	菜品	汤羹	
冬瓜骨头汤	汤羹	菜品	汤羹	
冬瓜鲫鱼汤	汤羹	菜品	汤羹	
冬笋水芥菜	热菜	菜品	热菜	
冬笋虾肉面	汤面	主食	面	汤面
冬菇滑鸡粥	粥	主食	粥	
冬菇红豆莲子炖猪肚	汤羹	菜品	汤羹	
冬菜笋炒毛豆	热菜	菜品	热菜	
冬菜肉丝豆腐面	汤面	主食	面	汤面
冰冻八宝粥	粥	主食	粥	
冰冻银耳汤	糖水/炖品	甜点	糖水/炖品	
冰城蘸酱菜	凉菜	菜品	凉菜	
冰湖野米海参粥	粥	主食	粥	
冰爽裙带菜	凉菜	菜品	凉菜	
冰糖八宝粥	粥	主食	粥	
冰糖南瓜粥	粥	主食	粥	
冰糖地瓜粥	粥	主食	粥	
冰糖小米南瓜粥	粥	主食	粥	
冰糖枸杞炖雪梨	其他甜品	甜点	其他甜品	
冰糖枸杞红糖大枣粥	粥	主食	粥	
冰糖桂圆八宝粥	粥	主食	粥	
冰糖桂花雪梨粥	粥	主食	粥	
冰糖炖秋梨	其他菜品	其他	其他菜品	
冰糖炖银耳	糖水/炖品	甜点	糖水/炖品	
冰糖炖雪梨	其他甜品	甜点	其他甜品	
冰糖炖雪梨炖雪耳	其他甜品	甜点	其他甜品	
冰糖煨梨汤	其他甜品	甜点	其他甜品	
冰糖百合炖银耳	糖水/炖品	甜点	糖水/炖品	
冰糖百合炖雪梨	其他甜品	甜点	其他甜品	
冰糖百合芦荟粥	粥	主食	粥	
冰糖紫薯粥	粥	主食	粥	
冰糖红枣粥	粥	主食	粥	
冰糖红枣红豆粥	粥	主食	粥	
冰糖红枣莲子银耳粥	粥	主食	粥	
冰糖红梨汤	其他甜品	甜点	其他甜品	
冰糖红豆粥	粥	主食	粥	
冰糖绿豆百合汤	糖水/炖品	甜点	糖水/炖品	
冰糖绿豆粥	粥	主食	粥	
冰糖荷叶粥	粥	主食	粥	
冰糖莲子八宝粥	粥	主食	粥	
冰糖莲子汤	糖水/炖品	甜点	糖水/炖品	
冰糖莲子百合绿豆炖鹌鹑蛋	糖水/炖品	甜点	糖水/炖品	
冰糖银耳大枣粥	粥	主食	粥	
冰糖银耳汤	糖水/炖品	甜点	糖水/炖品	
冰糖银耳炖木瓜	其他甜品	甜点	其他甜品	
冰糖银耳炖雪梨	其他甜品	甜点	其他甜品	
冰糖银耳粥	糖水/炖品	甜点	糖水/炖品	
冰糖银耳莲子汤	糖水/炖品	甜点	糖水/炖品	
冰糖银耳雪梨汤	其他甜品	甜点	其他甜品	
冰糖银耳雪梨粥	粥	甜点	粥	
冰糖银耳雪梨莲子粥	粥	主食	粥	
冰糖雪梨汤	其他甜品	甜点	其他甜品	
冰糖雪梨炖银耳	其他甜品	甜点	其他甜品	
冰糖雪梨煨汤	其他甜品	甜点	其他甜品	
冰糖雪梨百合汤	其他甜品	甜点	其他甜品	
冰糖雪梨粥	粥	主食	粥	
冰糖雪梨红枣莲子百合汤	其他甜品	甜点	其他甜品	
冰糖雪梨银耳汤	其他甜品	甜点	其他甜品	
冰糖雪梨银耳百合粥	粥	主食	粥	
冰糖雪梨银耳粥	粥	主食	粥	
冰糖雪梨鲜炖燕窝	其他甜品	甜点	其他甜品	
冰糖雪耳炖雪梨	其他甜品	甜点	其他甜品	
冰糖鲜炖燕窝	其他甜品	甜点	其他甜品	
冰糖黑米粥	粥	主食	粥	
冰银耳莲子汤	糖水/炖品	甜点	糖水/炖品	
冰镇百合绿豆汤	糖水/炖品	甜点	糖水/炖品	
冰镇绿豆百合汤	糖水/炖品	菜品	糖水/炖品	
冰镇绿豆粥	粥	主食	粥	
冰镇银耳汤	糖水/炖品	甜点	糖水/炖品	
冲绳风炒苦瓜	热菜	菜品	热菜	
冷面加点香菜	凉面	主食	面	凉面
冷面荞麦面	凉面	主食	面	凉面
冻豆腐炖牛肉小份	热菜	菜品	热菜	
冻豆腐炖白菜	热菜	菜品	热菜	
冻豆腐炖酸菜粉条	热菜	菜品	热菜	
冻豆腐酸菜	热菜	菜品	热菜	
净化水南瓜银耳粥	粥	主食	粥	
净化水小米粥	粥	主食	粥	
净化水皮蛋瘦肉粥	粥	主食	粥	
凉拌下火菜	凉菜	菜品	凉菜	
凉拌云丝面	拌面	主食	面	拌面
凉拌包心菜	凉菜	菜品	凉菜	
凉拌圆白菜	凉菜	菜品	凉菜	
凉拌大头菜	凉菜	菜品	凉菜	
凉拌娃娃菜	凉菜	菜品	凉菜	
凉拌手撕包菜	热菜	菜品	热菜	
凉拌灰灰菜	凉菜	菜品	凉菜	
凉拌空心菜	凉菜	菜品	凉菜	
凉拌素素菜	凉菜	菜品	凉菜	
凉拌紫包菜	凉菜	菜品	凉菜	
凉拌腐竹芹菜	凉菜	菜品	凉菜	
凉拌荞麦面	拌面	主食	面	拌面
凉拌裙带菜	凉菜	菜品	凉菜	
凉拌豆芽菜	凉菜	菜品	凉菜	
凉拌青干菜	凉菜	菜品	凉菜	
凉拌龙须菜	凉菜	菜品	凉菜	
凉瓜炒牛肉	热菜	菜品	热菜	
凉瓜炒蛋饭	盖浇饭	主食	饭	盖浇饭
凉瓜炒鸡蛋饭	盖浇饭	主食	饭	盖浇饭
凉瓜肉片饭	盖浇饭	主食	饭	盖浇饭
凉瓜鸡蛋饭	木桶饭	主食	饭	木桶饭
凉皮不放香菜	凉皮	主食	凉皮	
凉皮卷素菜	凉皮	主食	凉皮	
凉皮拌花菜	凉皮	主食	凉皮	
凉粉炒鸡蛋	其他粉	主食	粉	其他粉
减脂香煎鸡排炒蛋沙拉	健康餐	色拉轻食	健康餐	
刀削打卤面	其他面	主食	面	其他面
刀削热汤面	其他面	主食	面	其他面
刀削面不辣的葱油面	其他面	主食	面	其他面
刀削鸡蛋面	其他面	主食	面	其他面
刀豆炒土豆	热菜	菜品	热菜	
刀豆炒肉丝	热菜	菜品	热菜	
刀豆炒茄子	热菜	菜品	热菜	
刀鱼扒白菜	热菜	菜品	热菜	
刀鱼烧白菜	热菜	菜品	热菜	
刘老根蘸酱菜	凉菜	菜品	凉菜	
初榨橄榄油大拌菜	凉菜	菜品	凉菜	
别忘了米饭	白米饭	主食	饭	白米饭
别忘记米饭	白米饭	主食	饭	白米饭
刮油棒渣粥	粥	主食	粥	
刷酱洋白菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
剁椒大白菜	热菜	菜品	热菜	
剁椒豆芽菜	热菜	菜品	热菜	
剔骨牛肉汤	汤羹	菜品	汤羹	
剔骨肉炖白菜	热菜	菜品	热菜	
功夫炖鲤鱼	热菜	菜品	热菜	
功夫皮蛋瘦肉粥	粥	主食	粥	
加一个炒鸡蛋	浇头	其他	浇头	
加一人份小油菜	浇头	其他	浇头	
加一份娃娃菜	浇头	其他	浇头	
加一份水果玉米粒炒在饭里	浇头	其他	浇头	
加一份油菜炒进去	浇头	其他	浇头	
加一份海菜	浇头	其他	浇头	
加一份炖土豆	浇头	其他	浇头	
加一份炖蛋	浇头	其他	浇头	
加一份熟玉米粒一起炒	浇头	其他	浇头	
加一份牛心菜	热菜	菜品	热菜	
加一份玉米粒炒在饭里	浇头	其他	浇头	
加一份生菜	浇头	其他	浇头	
加一份白菜	浇头	其他	浇头	
加一份米饭	白米饭	主食	饭	白米饭
加一份菠菜	浇头	其他	浇头	
加一份营养豆芽菜炒在饭里	浇头	其他	浇头	
加一份葱炒在饭里	浇头	其他	浇头	
加一份豆干炒在饭里	热菜	菜品	热菜	
加一份豆芽炒在主食里	浇头	其他	浇头	
加一份青菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加一份黄花菜	浇头	其他	浇头	
加一小份白菜	浇头	其他	浇头	
加一整份新鲜的娃娃菜炒在饭里	浇头	其他	浇头	
加一点香菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加一盒小青菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加一碗东北米饭	白米饭	主食	饭	白米饭
加一碗清汤	汤羹	菜品	汤羹	
加东北五常香米饭	白米饭	主食	饭	白米饭
加个鸡蛋在糁汤	浇头	其他	浇头	
加份小青菜	浇头	其他	浇头	
加份新鲜喷香香米饭	白米饭	主食	饭	白米饭
加份水煮青菜	浇头	其他	浇头	
加份油麦菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加份青椒一起炒	浇头	其他	浇头	
加卤蛋不带米饭	浇头	其他	浇头	
加小份青菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加手工刀削面	其他面	主食	面	其他面
加料一青菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加点小青菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加玉米粒炒	浇头	其他	浇头	
加番茄炒蛋	浇头	其他	浇头	
加糖南瓜粥	粥	主食	粥	
加绿色小青菜	热菜	菜品	热菜	
加菜娃娃菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加菜老鸭汤	汤羹	菜品	汤羹	
加蛋番茄手擀面	手擀面	主食	面	手擀面
加蛋老鸭汤	汤羹	菜品	汤羹	
加蛋蔬菜面	汤面	主食	面	汤面
加豆干炒进去	热菜	菜品	热菜	
加香干切碎炒	浇头	其他	浇头	
加香干炒进去	浇头	其他	浇头	
加鲜嫩小白菜	蔬菜类	火锅/串串/麻辣烫/色拉自选	配菜	蔬菜类
加鲜炒虾仁	浇头	其他	浇头	
加鲜烫青菜	蔬菜类	菜品	配菜	蔬菜类
加鸡蛋蛋花汤	汤羹	菜品	汤羹	
勾肉炖豆腐中	热菜	菜品	热菜	
勾肉炖豆腐大	热菜	菜品	热菜	
包包菜炒囊	其他主食	主食	其他主食	
包包菜炒馕	其他主食	主食	其他主食	
包心菜炒粉丝	热菜	菜品	热菜	
包心菜牛肉炒粉丝	热菜	菜品	热菜	
包心菜豆腐汤	汤羹	菜品	汤羹	
包菜炒东北粉	热菜	菜品	热菜	
包菜炒油皮	热菜	菜品	热菜	
包菜炒粉丝	热菜	菜品	热菜	
包菜炒粉条	热菜	菜品	热菜	
包菜炒肉丝	热菜	菜品	热菜	
包菜炒豆面	炒面	主食	面	炒面
包菜炒鸡蛋	热菜	菜品	热菜	
包菜粉丝炒蛋	热菜	菜品	热菜	
包菜粉丝炒鸡蛋	热菜	菜品	热菜	
包菜粉条盖浇饭	盖浇饭	主食	饭	盖浇饭
包菜鸡蛋炒粉丝	热菜	菜品	热菜	
北极贝肉丝粥	粥	主食	粥	
北江状元及第粥	粥	主食	粥	
十个锅贴一个鸡蛋送个粥	其他菜品	其他	其他菜品	
十五元牛肉汤	汤羹	菜品	汤羹	
十珍八包粥	粥	主食	粥	
十珍八宝粥	粥	主食	粥	
千口顺大拌菜	凉菜	菜品	凉菜	
千叶豆腐小炒	热菜	菜品	热菜	
千叶豆腐炒肉	热菜	菜品	热菜	
千叶豆腐炒虾仁	热菜	菜品	热菜	
千叶豆腐盖浇饭	盖浇饭	主食	饭	盖浇饭
千叶豆腐盖饭	盖浇饭	主食	饭	盖浇饭
